b,g,r,pele
57,59,23,2
130,133,94,2
84,93,130,1
171,170,120,2
49,102,152,1
95,96,146,1
178,176,128,2
6,3,5,2
203,202,168,2
138,81,102,2
152,150,96,2
48,50,14,2
141,140,84,2
14,172,202,2
199,197,163,2
153,173,231,1
170,170,124,2
73,82,125,1
172,188,230,1
99,105,158,1
162,180,233,1
188,187,143,2
172,187,233,1
241,229,225,2
2,0,0,2
113,149,219,1
185,180,135,2
4,1,3,2
159,175,228,1
137,161,227,1
171,173,121,2
229,198,231,2
111,155,216,1
72,74,62,2
141,168,219,1
112,150,214,1
58,58,18,2
151,169,234,1
97,134,192,1
48,103,154,1
102,145,212,1
121,149,209,1
200,195,162,2
54,119,187,1
186,185,141,2
182,179,135,2
171,181,235,1
94,143,219,1
169,183,236,1
161,165,130,2
120,158,216,1
96,142,219,1
163,162,111,2
75,34,246,2
18,35,14,2
170,188,229,1
157,161,125,2
157,160,114,2
117,120,175,1
197,195,160,2
132,171,223,1
106,82,254,2
176,193,242,1
178,194,237,1
9,174,253,2
34,33,7,2
129,134,83,2
183,179,138,2
217,207,200,2
151,154,104,2
164,163,112,2
139,185,249,1
64,64,24,2
151,154,105,2
157,160,110,2
71,115,178,1
140,144,95,2
177,171,128,2
141,144,95,2
13,12,2,2
168,169,119,2
58,56,16,2
182,176,131,2
69,71,25,2
197,197,157,2
63,65,23,2
132,130,76,2
150,168,233,1
2,0,4,2
49,101,147,1
65,132,201,1
59,105,169,1
135,166,221,1
47,98,154,1
139,142,93,2
154,199,255,1
125,147,172,1
192,163,124,2
173,172,122,2
199,197,163,2
179,182,186,2
96,112,165,1
119,139,194,1
45,108,176,1
100,76,242,2
110,130,171,1
98,145,219,1
122,122,74,2
150,188,252,1
77,80,31,2
153,180,236,1
48,51,25,2
146,190,251,1
20,18,0,2
142,141,85,2
43,103,157,1
163,162,111,2
55,56,24,2
0,255,255,2
35,34,8,2
142,177,227,1
197,196,162,2
56,56,16,2
55,56,22,2
88,133,214,1
189,188,138,2
72,71,27,2
55,55,25,2
98,97,71,2
145,180,223,1
9,7,0,2
54,55,16,2
142,144,98,2
146,179,228,1
182,178,137,2
202,213,255,1
144,182,230,1
138,168,233,1
200,198,163,2
199,209,249,1
182,179,135,2
253,255,255,2
48,99,162,1
181,178,133,2
152,151,93,2
123,162,214,1
184,183,139,2
160,164,122,2
126,173,225,1
65,126,190,1
175,175,129,2
99,101,59,2
11,15,9,2
103,206,203,2
149,189,254,1
176,174,126,2
116,163,225,1
157,161,126,2
101,147,224,1
58,57,37,2
64,31,246,2
185,183,143,2
219,188,221,2
220,119,141,2
56,115,177,1
69,84,123,1
55,96,145,1
4,1,0,2
233,235,236,2
222,206,193,2
80,83,33,2
131,176,243,1
93,84,74,2
166,166,112,2
109,149,198,1
114,120,173,1
52,98,145,1
158,189,234,1
68,77,121,1
173,191,244,1
38,95,147,1
182,183,141,2
159,160,128,2
108,135,215,1
178,176,128,2
169,185,228,1
80,89,133,1
194,209,255,1
40,0,144,2
18,37,22,2
202,201,167,2
95,142,223,1
147,190,253,1
165,181,234,1
55,56,16,2
140,143,93,2
185,201,248,1
140,181,230,1
166,180,233,1
202,201,163,2
108,112,165,1
224,224,224,2
158,161,122,2
80,121,194,1
19,17,9,2
161,165,124,2
134,161,228,1
255,200,255,2
136,139,90,2
193,189,148,2
168,181,237,1
45,92,148,1
57,101,154,1
169,182,238,1
149,148,92,2
182,179,135,2
181,178,134,2
135,133,79,2
4,4,4,2
204,203,169,2
172,167,118,2
139,138,80,2
170,184,232,1
113,148,212,1
171,168,123,2
199,198,164,2
94,152,224,1
90,138,216,1
184,183,139,2
137,172,222,1
199,195,160,2
128,127,69,2
71,71,23,2
42,96,151,1
146,184,249,1
193,192,154,2
199,198,160,2
0,0,0,2
150,168,233,1
199,212,255,1
199,195,160,2
55,55,25,2
189,189,141,2
121,153,219,1
19,10,191,2
124,164,217,1
144,147,98,2
54,55,21,2
165,164,114,2
110,89,74,2
116,156,209,1
7,6,2,2
46,99,156,1
105,155,221,1
149,169,210,1
96,145,219,1
6,3,0,2
196,195,157,2
150,150,102,2
128,160,226,1
200,198,163,2
133,159,226,1
74,90,127,1
157,160,121,2
59,109,169,1
88,87,43,2
98,138,196,1
164,163,113,2
100,99,85,2
199,197,162,2
199,197,162,2
148,188,247,1
4,3,0,2
139,176,228,1
144,169,225,1
77,85,125,1
92,141,215,1
229,215,79,2
53,54,20,2
182,181,137,2
51,100,148,1
179,179,133,2
55,53,5,2
164,164,116,2
166,164,110,2
79,48,199,2
55,56,22,2
26,29,14,2
79,79,49,2
78,87,125,1
152,190,254,1
131,164,220,1
81,81,145,2
144,184,249,1
190,190,144,2
168,180,238,1
63,63,23,2
123,160,222,1
202,200,165,2
61,63,21,2
191,191,151,2
133,167,220,1
36,67,58,2
93,124,187,1
49,106,151,1
77,114,188,1
121,153,212,1
156,159,127,2
180,177,133,2
150,153,104,2
138,140,88,2
209,170,72,2
176,175,125,2
67,69,23,2
51,105,152,1
99,150,223,1
65,124,196,1
16,14,3,2
118,155,213,1
119,118,60,2
98,146,218,1
117,123,176,1
140,177,221,1
170,184,237,1
59,106,160,1
83,91,131,1
0,0,0,2
36,37,5,2
141,168,225,1
160,163,124,2
228,67,45,2
130,133,87,2
35,35,5,2
10,10,4,2
66,42,22,2
168,162,119,2
199,198,160,2
196,195,157,2
129,164,214,1
59,106,162,1
180,179,135,2
49,98,144,1
145,162,213,1
146,175,232,1
197,196,158,2
161,159,128,2
100,146,223,1
48,107,152,1
168,168,120,2
145,180,230,1
169,183,236,1
105,104,60,2
6,0,193,2
44,42,41,2
172,172,160,2
149,151,99,2
218,178,219,2
162,164,122,2
74,103,148,1
167,199,255,1
99,204,201,2
180,181,155,2
106,116,63,2
60,93,138,1
100,150,222,1
165,161,112,2
8,11,156,2
17,8,189,2
149,174,236,1
146,185,230,1
128,159,228,1
100,138,196,1
76,50,204,2
61,120,182,1
118,118,58,2
178,175,131,2
54,55,21,2
147,191,252,1
84,93,131,1
76,78,58,2
166,185,242,1
119,153,223,1
22,18,17,2
163,165,113,2
47,87,136,1
173,180,137,2
166,177,235,1
55,101,149,1
191,189,148,2
141,140,89,2
50,90,139,1
247,207,202,2
56,81,215,2
139,140,90,2
102,142,207,1
153,152,101,2
161,163,121,2
146,149,94,2
28,73,116,1
1,5,0,2
174,194,242,1
201,198,160,2
181,181,133,2
168,183,229,1
57,32,224,2
0,154,255,2
93,131,196,1
149,185,255,1
114,151,213,1
163,167,132,2
28,17,187,2
147,92,215,2
125,251,232,2
118,119,153,2
2,0,0,2
138,136,82,2
88,87,31,2
48,98,151,1
100,154,225,1
178,175,130,2
57,56,42,2
116,160,224,1
199,197,163,2
52,92,144,1
123,162,214,1
51,52,13,2
199,208,252,1
132,90,185,2
167,166,115,2
176,176,122,2
180,178,137,2
72,939,131,1
4,2,1,2
112,152,210,1
113,162,224,1
10,14,169,2
169,184,233,1
107,121,233,2
0,3,158,2
173,174,132,2
186,185,141,2
175,190,239,1
198,198,158,2
175,193,240,1
142,186,247,1
80,180,235,2
133,159,226,1
133,177,241,1
110,152,211,1
112,149,209,1
52,94,153,1
54,55,21,2
217,220,224,2
153,167,225,1
172,188,235,1
130,132,86,2
144,143,87,2
69,107,189,1
59,62,23,2
4,0,72,2
67,129,189,1
54,71,134,1
61,61,31,2
100,127,184,1
139,138,82,2
170,184,237,1
172,171,121,2
124,162,226,1
52,108,155,1
177,175,127,2
67,93,133,1
181,178,133,2
159,194,255,1
163,162,112,2
94,96,44,2
140,173,222,1
151,164,216,1
97,137,190,1
131,162,231,1
203,201,166,2
105,143,201,1
75,72,34,2
141,165,231,1
59,59,23,2
103,134,203,1
34,36,6,2
135,135,81,2
81,87,128,1
112,150,214,1
44,96,156,1
125,154,223,1
200,199,161,2
11,28,14,2
47,14,218,2
148,139,230,2
166,165,114,2
136,160,226,1
62,66,24,2
201,211,251,1
234,243,247,2
173,171,123,2
89,135,213,1
170,188,229,1
103,107,160,1
175,189,241,1
165,164,114,2
60,58,28,2
52,78,132,1
37,81,122,1
194,192,152,2
146,162,229,1
199,197,163,2
163,161,113,2
191,189,141,2
199,196,158,2
114,113,55,2
186,167,140,2
99,129,164,1
255,255,128,2
100,147,221,1
80,89,127,1
199,198,160,2
164,162,114,2
173,172,122,2
77,36,252,2
161,164,118,2
149,186,230,1
124,159,227,1
201,199,164,2
151,150,94,2
87,89,37,2
91,136,217,1
183,184,142,2
147,185,249,1
123,122,64,2
78,88,128,1
253,249,231,2
132,166,220,1
167,181,230,1
170,181,238,1
15,15,0,2
54,115,177,1
152,190,254,1
17,8,189,2
157,164,227,1
96,136,189,1
132,175,224,1
67,68,24,2
43,96,153,1
140,159,220,1
204,203,169,2
71,71,55,2
250,254,255,2
49,70,122,1
91,97,150,1
136,139,90,2
127,167,220,1
56,117,179,1
150,188,252,1
44,62,115,1
156,194,226,1
48,49,40,2
84,116,191,1
4,0,72,2
124,158,224,1
67,65,24,2
200,198,163,2
86,125,200,1
111,112,56,2
158,157,101,2
48,105,150,1
118,158,210,1
175,172,127,2
183,179,138,2
134,170,216,1
112,151,213,1
137,139,193,1
120,169,231,1
101,138,200,1
182,179,135,2
127,162,226,1
110,229,251,2
54,117,185,1
181,179,138,2
144,143,87,2
55,56,22,2
228,227,243,2
118,122,173,1
92,127,200,1
46,97,159,1
162,160,112,2
169,169,123,2
181,179,131,2
65,125,184,1
145,184,252,1
179,176,131,2
148,171,233,1
182,180,132,2
64,62,22,2
91,138,220,1
180,177,132,2
169,168,118,2
152,178,225,1
124,161,219,1
180,179,135,2
2,0,0,2
152,190,254,1
66,135,204,1
198,198,158,2
116,116,68,2
178,177,133,2
130,169,221,1
199,197,162,2
181,182,173,2
147,188,233,1
70,79,36,2
41,92,142,1
143,173,230,1
34,79,63,2
172,168,119,2
155,190,255,1
124,159,223,1
26,109,241,2
99,147,219,1
96,73,57,2
2,137,105,2
72,111,190,1
191,191,151,2
96,98,62,2
129,160,221,1
136,136,136,2
145,186,249,1
0,0,255,2
164,162,114,2
142,177,250,1
159,171,235,1
228,233,236,2
112,154,221,1
63,109,173,1
127,167,216,1
111,117,170,1
72,84,124,1
79,80,30,2
196,195,157,2
199,197,162,2
94,143,221,1
149,187,251,1
98,146,218,1
45,90,141,1
149,189,247,1
167,165,111,2
48,97,159,1
44,95,145,1
152,202,148,2
126,128,182,1
102,152,228,1
172,168,119,2
183,180,135,2
108,141,214,1
105,142,204,1
122,111,79,2
92,133,212,1
160,189,250,1
15,14,0,2
188,185,147,2
111,109,55,2
198,208,248,1
105,151,205,1
101,101,47,2
112,136,172,1
51,106,157,1
52,103,165,1
176,191,240,1
55,114,170,1
104,142,200,1
169,95,159,2
133,167,220,1
67,82,144,1
102,139,201,1
54,55,21,2
152,190,254,1
183,182,138,2
173,187,239,1
127,158,227,1
197,206,255,1
198,198,158,2
42,42,12,2
115,114,56,2
77,83,128,1
89,123,193,1
154,193,255,1
107,113,166,1
124,157,226,1
183,183,137,2
169,183,235,1
73,85,125,1
233,216,76,2
181,181,141,2
23,20,5,2
175,175,129,2
39,40,6,2
53,57,22,2
74,110,180,1
111,217,241,2
132,176,240,1
181,178,134,2
149,148,97,2
44,45,11,2
126,171,228,1
60,60,46,2
121,120,62,2
176,175,125,2
154,192,255,1
94,140,217,1
53,114,180,1
140,139,88,2
114,146,219,1
184,183,139,2
112,154,207,1
144,184,249,1
120,158,222,1
46,47,31,2
191,191,151,2
114,229,249,2
104,146,211,1
201,200,162,2
172,171,121,2
79,87,127,1
16,15,1,2
195,194,150,2
169,184,233,1
172,171,121,2
52,117,185,1
163,161,113,2
185,185,137,2
111,145,205,1
255,128,0,2
138,73,95,2
146,144,90,2
144,184,249,1
95,99,152,1
106,151,208,1
54,52,34,2
93,142,218,1
161,154,187,2
196,195,157,2
233,189,152,2
53,55,36,2
102,134,193,1
129,169,221,1
56,58,22,2
131,166,222,1
178,175,131,2
48,90,135,1
89,142,222,1
182,180,132,2
111,128,185,1
157,195,253,1
180,177,132,2
152,155,106,2
165,161,112,2
123,159,219,1
79,94,156,1
151,165,231,1
182,179,135,2
75,76,32,2
99,144,218,1
49,58,48,2
122,157,223,1
80,83,33,2
199,197,163,2
63,63,47,2
199,197,162,2
61,129,196,1
128,138,78,2
50,70,128,1
48,100,160,1
95,129,195,1
167,165,111,2
121,155,209,1
50,55,23,2
14,13,0,2
84,81,30,2
67,93,140,1
58,106,158,1
161,170,233,1
204,203,169,2
155,153,113,2
177,175,127,2
146,190,249,1
95,145,221,1
159,157,103,2
69,121,174,1
110,116,169,1
127,156,225,1
56,101,152,1
79,80,54,2
42,40,0,2
197,195,154,2
29,74,118,1
49,110,174,1
69,70,36,2
111,151,210,1
95,137,196,1
138,141,92,2
198,196,161,2
150,151,101,2
144,168,228,1
149,188,255,1
201,199,164,2
177,178,134,2
104,157,224,1
63,64,20,2
73,85,125,1
142,176,222,1
123,168,225,1
152,182,231,1
57,100,151,1
203,201,167,2
167,181,234,1
172,171,121,2
115,121,174,1
85,111,148,1
141,181,246,1
103,96,157,2
172,168,119,2
48,93,144,1
95,176,97,2
44,90,148,1
173,184,228,1
74,74,26,2
139,151,157,2
53,57,21,2
126,172,226,1
146,166,231,1
164,160,112,2
133,172,224,1
165,164,114,2
120,211,255,2
127,139,197,1
171,186,232,1
79,85,126,1
192,191,153,2
55,60,21,2
184,172,124,2
150,188,253,1
104,104,64,2
0,0,1,2
163,162,112,2
182,179,135,2
197,196,158,2
137,138,98,2
54,54,18,2
149,177,224,1
4,0,72,2
141,144,95,2
59,119,179,1
171,168,117,2
54,55,21,2
96,98,46,2
101,105,158,1
78,87,125,1
69,71,25,2
147,181,234,1
172,171,120,2
145,154,217,1
163,161,107,2
133,167,221,1
199,197,162,2
163,156,169,2
128,131,186,1
48,49,17,2
97,149,226,1
62,62,22,2
79,84,129,1
119,169,229,1
122,154,219,1
252,251,183,2
151,184,223,1
198,195,164,2
192,189,145,2
41,86,130,1
77,92,131,1
94,89,150,2
75,117,194,1
109,147,225,1
104,151,213,1
160,206,217,2
65,25,244,2
175,173,125,2
43,93,151,1
65,68,23,2
141,181,253,1
64,62,21,2
53,95,142,1
71,74,24,2
72,75,29,2
141,144,95,2
200,198,163,2
143,142,84,2
196,192,157,2
51,93,138,1
136,169,219,1
140,182,229,1
129,166,218,1
210,214,219,2
55,60,21,2
176,148,131,2
170,184,237,1
157,161,125,2
190,188,147,2
64,123,185,1
133,172,224,1
55,56,24,2
181,174,125,2
181,178,133,2
117,151,211,1
155,193,255,1
102,132,167,1
120,156,216,1
174,188,230,1
100,138,196,1
81,88,127,1
95,132,182,1
147,164,237,1
157,168,226,1
103,137,196,1
158,174,221,1
164,160,112,2
179,179,131,2
162,179,235,1
82,90,130,1
231,215,209,2
101,146,214,1
54,113,183,1
177,173,132,2
159,178,235,1
155,163,123,2
131,135,136,2
62,109,161,1
56,96,148,1
171,186,232,1
119,118,60,2
181,180,136,2
174,170,121,2
148,184,254,1
98,161,91,2
149,185,255,1
141,181,246,1
182,179,134,2
66,122,177,1
185,184,140,2
106,92,104,2
155,171,224,1
35,34,8,2
182,182,136,2
146,186,251,1
48,99,161,1
2,0,0,2
39,91,144,1
161,163,117,2
168,163,114,2
177,189,243,1
140,141,91,2
31,32,6,2
150,152,100,2
175,191,234,1
177,174,129,2
97,144,225,1
0,0,188,2
199,197,162,2
47,104,160,1
196,192,157,2
165,164,114,2
115,153,211,1
91,87,38,2
139,137,83,2
143,165,230,1
172,188,231,1
155,156,112,2
117,119,173,1
126,159,228,1
146,145,111,2
79,82,33,2
179,200,245,1
75,77,31,2
81,107,147,1
59,93,139,1
107,110,60,2
71,96,136,1
161,196,229,1
125,162,218,1
154,169,231,1
38,39,5,2
111,143,216,1
171,187,240,1
174,173,129,2
42,45,29,2
36,35,7,2
106,146,199,1
17,8,189,2
115,156,218,1
172,170,122,2
77,50,207,2
118,151,220,1
255,255,255,2
50,91,140,1
177,171,128,2
124,155,224,1
131,170,222,1
121,153,219,1
87,140,220,1
56,57,17,2
53,53,17,2
243,232,228,2
140,143,94,2
127,127,127,2
93,137,220,1
61,120,182,1
82,93,131,1
162,160,106,2
134,156,221,1
202,212,252,1
105,148,215,1
122,155,224,1
168,167,116,2
107,149,218,1
115,145,204,1
198,197,159,2
156,160,125,2
143,187,250,1
131,131,95,2
110,146,216,1
5,4,0,2
65,134,203,1
78,49,198,2
55,60,21,2
171,170,120,2
173,187,235,1
161,176,225,1
179,177,129,2
108,210,205,2
145,184,252,1
7,35,16,2
98,147,221,1
155,193,255,1
110,150,215,1
119,118,60,2
136,176,228,1
59,117,176,1
154,167,223,1
69,70,26,2
186,184,136,2
67,123,182,1
165,163,109,2
34,33,0,2
20,17,2,2
109,109,63,2
188,202,251,1
204,214,254,1
169,182,234,1
55,57,21,2
75,73,39,2
48,109,175,1
69,95,142,1
129,163,216,1
168,165,114,2
48,95,157,1
255,255,255,2
46,91,135,1
46,97,153,1
151,192,255,1
126,141,84,2
49,93,140,1
199,197,162,2
197,195,160,2
145,170,226,1
128,167,219,1
118,158,223,1
135,136,102,2
180,178,137,2
103,148,221,1
34,88,135,1
99,148,224,1
69,118,174,1
177,175,127,2
97,90,151,2
89,154,128,2
180,180,134,2
177,191,244,1
73,73,27,2
202,200,165,2
40,98,147,1
72,117,128,2
165,162,111,2
33,34,8,2
206,205,171,2
158,193,255,1
69,130,186,1
177,174,129,2
172,171,120,2
185,184,140,2
194,193,155,2
140,143,94,2
108,210,205,2
138,174,228,1
129,171,218,1
172,188,231,1
84,92,132,1
4,5,0,2
104,141,201,1
47,98,154,1
61,65,29,2
101,96,157,2
197,195,160,2
128,158,229,1
141,141,87,2
104,104,50,2
192,192,152,2
54,102,160,1
123,161,215,1
182,182,134,2
183,184,144,2
154,192,255,1
158,162,121,2
143,183,248,1
43,44,24,2
35,34,8,2
75,116,195,1
88,96,149,1
65,127,191,1
52,56,21,2
134,153,210,1
103,126,188,1
163,177,230,1
86,54,209,2
44,42,42,2
106,142,206,1
162,178,225,1
27,52,18,2
3,1,1,2
119,159,218,1
119,125,178,1
129,77,94,2
98,135,191,1
109,147,211,1
172,173,129,2
117,116,58,2
55,56,22,2
108,107,49,2
183,182,138,2
207,219,253,1
118,159,222,1
49,93,140,1
108,145,203,1
109,146,204,1
61,63,27,2
94,142,214,1
116,115,57,2
60,120,186,1
110,109,53,2
109,112,167,1
153,166,234,1
97,146,222,1
140,139,88,2
191,203,251,1
117,119,173,1
32,33,7,2
202,201,163,2
169,185,238,1
50,116,255,2
47,104,156,1
54,101,152,1
53,57,22,2
69,98,137,1
200,198,163,2
37,38,4,2
136,133,89,2
118,117,61,2
101,98,84,2
52,97,148,1
184,182,134,2
40,96,155,1
101,138,200,1
174,189,235,1
69,71,52,2
164,162,114,2
95,144,218,1
179,177,136,2
177,195,236,1
183,180,136,2
195,193,153,2
134,135,191,1
33,35,6,2
196,195,157,2
183,180,135,2
142,182,247,1
179,176,132,2
163,193,242,1
64,117,174,1
40,94,149,1
128,131,186,1
115,228,244,2
99,145,222,1
115,164,226,1
134,133,89,2
43,95,155,1
183,179,138,2
2,1,3,2
133,172,224,1
113,139,199,1
53,54,20,2
204,208,213,2
114,229,250,2
105,106,62,2
61,60,22,2
145,148,93,2
149,187,251,1
133,173,225,1
150,149,98,2
173,185,239,1
138,180,225,1
177,174,129,2
198,195,164,2
190,178,120,2
80,83,33,2
115,154,209,1
8,9,13,2
149,182,232,1
175,173,125,2
58,119,185,1
202,212,252,1
173,171,123,2
158,161,122,2
205,204,170,2
157,156,100,2
99,144,218,1
114,113,55,2
210,221,255,1
148,122,105,2
137,138,88,2
141,181,246,1
165,164,114,2
47,48,14,2
50,52,16,2
55,56,24,2
42,67,123,1
123,156,225,1
209,217,254,1
72,897,128,1
134,137,88,2
119,143,209,1
195,191,156,2
104,153,215,1
175,136,157,2
0,181,0,2
115,154,223,1
238,221,81,2
119,156,224,1
42,60,113,1
127,133,86,2
110,152,205,1
95,121,157,1
120,161,224,1
156,160,125,2
0,5,4,2
167,167,119,2
93,95,59,2
199,197,163,2
199,197,162,2
125,163,217,1
174,188,241,1
178,175,131,2
194,206,255,1
7,4,0,2
127,134,191,1
179,179,131,2
230,214,207,2
143,142,86,2
29,45,21,2
164,180,226,1
45,96,152,1
105,87,104,2
68,129,197,1
81,122,195,1
109,151,216,1
0,255,255,2
104,108,56,2
175,172,127,2
62,128,187,1
251,248,187,2
16,10,189,2
132,132,132,2
115,136,168,1
171,186,232,1
170,186,229,1
117,151,210,1
170,169,119,2
170,167,122,2
147,166,233,1
120,164,228,1
157,161,125,2
158,158,110,2
91,88,144,2
147,172,236,1
195,102,131,2
44,86,128,1
117,164,226,1
182,178,137,2
114,113,55,2
197,207,247,1
126,162,226,1
142,159,222,1
94,141,223,1
187,186,142,2
24,22,4,2
143,167,227,1
154,153,97,2
153,154,104,2
157,177,232,1
136,139,89,2
77,77,29,2
178,176,128,2
119,159,212,1
102,150,222,1
110,149,218,1
147,190,247,1
161,167,132,2
131,164,227,1
179,177,129,2
59,121,191,1
149,164,227,1
57,61,26,2
51,71,126,1
232,68,49,2
170,169,119,2
178,176,128,2
102,154,224,1
104,110,163,1
201,200,162,2
54,100,148,1
128,135,190,1
0,0,0,2
127,127,127,1
